DOI,publisher,journal,title,published_date,search_engine,search_keyword,searched_date,crawl_type,crawled_type,crawl_time [sec],crawled_date,HTML_download,PDF_download,PDF_download_url,PDF_download_type,PDF_to_XML,Num_of_paragraphs,Num_of_captions,Num_of_figures,% of HTML_download,% of PDF_download,% of figure extraction,Index
10.1088/1367-2630/17/3/033011,,['New Journal of Physics'],['Pulse length and amplitude dependent resistive switching mechanisms in Pt-Pr<sub>0.67</sub>Ca<sub>0.33</sub>MnO<sub>3</sub>-Pt sandwich structures'],"[2015, 3, 3]",crossref,"['resistive', 'switch']","[2022, 9, 29]",pdf,pdf,128.0,"[2022, 10, 3]",O,O,,Scihub,O,53.0,8.0,7.0,,,,5444.0
10.1007/s10854-019-02598-x,Springer,['Journal of Materials Science: Materials in Electronics'],['Rapid thermal annealing on the atomic layer-deposited zirconia thin film to enhance resistive switching characteristics'],"[2019, 11, 26]",crossref,"['resistive', 'switch']","[2022, 9, 29]",html,html,31.0,"[2022, 10, 3]",O,,,,,132.0,4.0,4.0,,,,5445.0
10.1038/s41598-018-27332-1,Nature,['Scientific Reports'],['In situ impedance spectroscopy of filament formation by resistive switches in polymer based structures'],"[2018, 6, 13]",crossref,"['resistive', 'switch']","[2022, 9, 29]",html,html,26.0,"[2022, 10, 3]",O,,,,,104.0,3.0,3.0,,,,5446.0
10.1039/c9nr05550a,RSC,['Nanoscale'],['Evolution map of the memristor: from pure capacitive state to resistive switching state'],[2019],crossref,"['resistive', 'switch']","[2022, 9, 29]",html,html,56.0,"[2022, 10, 3]",O,,,,,49.0,6.0,6.0,,,,5447.0
10.1016/j.jallcom.2022.164743,,['Journal of Alloys and Compounds'],['Realization of volatile and non-volatile resistive switching with N-TiO2 nanorod arrays based memristive devices through compositional control'],,crossref,"['resistive', 'switch']","[2022, 9, 29]",pdf,pdf,46.0,"[2022, 10, 3]",O,X,,Scihub,X,,,,,,,5448.0
10.1063/1.4907704,AIP,['Applied Physics Letters'],['An analysis of “non-lattice” oxygen concentration effect on electrical endurance characteristic in resistive switching MnO<sub>x</sub> thin film'],,crossref,"['resistive', 'switch']","[2022, 9, 29]",html,html,22.0,"[2022, 10, 3]",O,,,,,14.0,3.0,3.0,,,,5449.0
10.1063/1.4898345,AIP,['Applied Physics Letters'],['Pulse widths dependence of programming and erasing behaviors for diamond like carbon based resistive switching memories'],,crossref,"['resistive', 'switch']","[2022, 9, 29]",html,html,28.0,"[2022, 10, 3]",O,,,,,17.0,4.0,4.0,,,,5450.0
10.1063/1.5008650,AIP,['Journal of Applied Physics'],['Non-destructive reversible resistive switching in Cr doped Mott insulator Ca<sub>2</sub>RuO<sub>4</sub>: Interface vs bulk effects'],,crossref,"['resistive', 'switch']","[2022, 9, 29]",html,html,34.0,"[2022, 10, 3]",O,,,,,21.0,5.0,5.0,,,,5451.0
10.1063/1.4809531,AIP,['Applied Physics Letters'],['Semiconductor layer thickness impact on optical and resistive switching behavior of pulsed laser deposited BaTiO<sub>3</sub>/ZnO heterostructures'],,crossref,"['resistive', 'switch']","[2022, 9, 29]",html,html,37.0,"[2022, 10, 3]",O,,,,,13.0,5.0,5.0,,,,5452.0
10.1016/j.apsusc.2019.144124,,['Applied Surface Science'],['Making reversible transformation from electronic to ionic resistive switching possible by applied electric field in an asymmetrical Al/TiO2/FTO nanostructure'],,crossref,"['resistive', 'switch']","[2022, 9, 29]",pdf,pdf,125.0,"[2022, 10, 4]",O,O,,Scihub,O,14.0,8.0,6.0,,,,5453.0
10.1007/s00339-018-2307-9,Springer,['Applied Physics A'],"['Solution-processed flexible non-volatile resistive switching device based on poly[(9,9-di-n-octylfluorenyl-2,7-diyl)-alt-(benzo[2,1,3]thiadiazol-4, 8-diyl)]: polyvinylpyrrolidone composite and its conduction mechanism']","[2018, 12, 11]",crossref,"['resistive', 'switch']","[2022, 9, 29]",html,html,9.0,"[2022, 10, 4]",O,,,,,88.0,0.0,0.0,,,,5454.0
10.1088/1361-6528/ac70e5,,['Nanotechnology'],['First-principles simulation of neutral and charged oxygen vacancies in m-ZrO<sub>2</sub>: an origin of filamentary type resistive switching'],"[2022, 6, 7]",crossref,"['resistive', 'switch']","[2022, 9, 29]",pdf,pdf,36.0,"[2022, 10, 4]",O,X,,Scihub,X,,,,,,,5455.0
10.1063/1.5129506,AIP,['AIP Advances'],['Electric control of exchange bias in Co/FeO<sub><i>x</i></sub> bilayer by resistive switching'],,crossref,"['resistive', 'switch']","[2022, 9, 29]",html,html,28.0,"[2022, 10, 4]",O,,,,,18.0,4.0,4.0,,,,5456.0
10.1088/0022-3727/46/21/215305,,['Journal of Physics D: Applied Physics'],['Nonvolatile resistive switching behaviour and the mechanism in Nd:BiFeO<sub>3</sub>/Nb:SrTiO<sub>3</sub>heterostructure'],"[2013, 5, 10]",crossref,"['resistive', 'switch']","[2022, 9, 29]",pdf,pdf,109.0,"[2022, 10, 4]",O,O,,Scihub,O,15.0,6.0,6.0,,,,5457.0
10.1088/0022-3727/49/9/09lt01,,['Journal of Physics D: Applied Physics'],['Cathode bubbles induced by moisture electrolysis in TiO<sub>2−<i>x</i></sub>-based resistive switching cells'],"[2016, 2, 2]",crossref,"['resistive', 'switch']","[2022, 9, 29]",pdf,pdf,70.0,"[2022, 10, 4]",O,O,,Scihub,O,14.0,3.0,3.0,,,,5458.0
10.1039/c7cp04341d,RSC,['Physical Chemistry Chemical Physics'],['Controlling the ferroelectric and resistive switching properties of a BiFeO<sub>3</sub>thin film prepared using sub-5 nm dimension nanoparticles'],[2017],crossref,"['resistive', 'switch']","[2022, 9, 29]",html,html,63.0,"[2022, 10, 4]",O,,,,,46.0,7.0,7.0,,,,5459.0
10.1063/1.2219726,AIP,['Applied Physics Letters'],['Study on the resistive switching time of TiO2 thin films'],,crossref,"['resistive', 'switch']","[2022, 9, 29]",html,html,27.0,"[2022, 10, 4]",O,,,,,16.0,4.0,4.0,,,,5460.0
10.1039/c6tc04895a,RSC,['Journal of Materials Chemistry C'],['Localised nanoscale resistive switching in GaP thin films with low power consumption'],[2017],crossref,"['resistive', 'switch']","[2022, 9, 29]",html,html,65.0,"[2022, 10, 4]",O,,,,,26.0,8.0,8.0,,,,5461.0
10.1063/1.4894245,AIP,['Applied Physics Letters'],['Ion-implantation-enhanced chalcogenide-glass resistive-switching devices'],,crossref,"['resistive', 'switch']","[2022, 9, 29]",html,pdf,80.0,"[2022, 10, 4]",O,O,,Scihub,O,11.0,1.0,1.0,,,,5462.0
10.1063/1.3355415,AIP,['Applied Physics Letters'],['Identification of the controlling parameter for the set-state resistance of a TiO2 resistive switching cell'],,crossref,"['resistive', 'switch']","[2022, 9, 29]",html,html,17.0,"[2022, 10, 4]",O,,,,,17.0,2.0,2.0,,,,5463.0
10.1088/1361-6463/ab6bf0,,['Journal of Physics D: Applied Physics'],['Impact of interfaces on bipolar resistive switching behavior in amorphous Ge–Sb–Te thin films'],"[2020, 2, 27]",crossref,"['resistive', 'switch']","[2022, 9, 29]",pdf,pdf,165.0,"[2022, 10, 4]",O,O,,Scihub,O,22.0,11.0,5.0,,,,5464.0
10.1016/j.microrel.2012.06.073,,['Microelectronics Reliability'],['Nanoscale observations of resistive switching high and low conductivity states on TiN/HfO2/Pt structures'],,crossref,"['resistive', 'switch']","[2022, 9, 29]",pdf,pdf,128.0,"[2022, 10, 4]",O,O,,Scihub,O,9.0,7.0,5.0,,,,5465.0
10.1088/1742-6596/1851/1/012003,,['Journal of Physics: Conference Series'],['Resonant activation of resistive switching in ZrO2(Y) films'],,crossref,"['resistive', 'switch']","[2022, 9, 29]",pdf,pdf,88.0,"[2022, 10, 4]",O,O,,Scihub,O,28.0,4.0,4.0,,,,5466.0
10.1039/c9cp00596j,RSC,['Physical Chemistry Chemical Physics'],['Electric field control of resistive switching and magnetization in epitaxial LaBaCo<sub>2</sub>O<sub>5+δ</sub> thin films'],[2019],crossref,"['resistive', 'switch']","[2022, 9, 29]",html,html,45.0,"[2022, 10, 4]",O,,,,,24.0,5.0,5.0,,,,5467.0
10.1002/ecjb.4420760308,,['Electronics and Communications in Japan (Part II: Electronics)'],"['Comparison of some characteristics of contact resistances on four kinds of Ag-Pd alloy contacts with frequent switching of a 30V, 10A DC resistive circuit']",,crossref,"['resistive', 'switch']","[2022, 9, 29]",pdf,pdf,55.0,"[2022, 10, 4]",O,O,,Scihub,O,64.0,5.0,0.0,,,,5468.0
10.1088/0022-3727/44/2/025103,,['Journal of Physics D: Applied Physics'],['Anomalous temperature dependence of the current in a metal-oxide-polymer resistive switching diode'],"[2010, 12, 16]",crossref,"['resistive', 'switch']","[2022, 9, 29]",pdf,pdf,166.0,"[2022, 10, 4]",O,O,,Scihub,O,16.0,9.0,9.0,,,,5469.0
10.1039/c9tc00609e,RSC,['Journal of Materials Chemistry C'],['Superposition of interface and volume type resistive switching in perovskite nanoionic devices'],[2019],crossref,"['resistive', 'switch']","[2022, 9, 29]",html,html,100.0,"[2022, 10, 4]",O,,,,,52.0,13.0,13.0,,,,5470.0
10.1039/c9tc06736a,RSC,['Journal of Materials Chemistry C'],['Substrate dependent resistive switching in amorphous-HfO<sub>x</sub> memristors: an experimental and computational investigation'],[2020],crossref,"['resistive', 'switch']","[2022, 9, 29]",html,html,98.0,"[2022, 10, 4]",O,,,,,23.0,13.0,13.0,,,,5471.0
10.1039/c7tc02383a,RSC,['Journal of Materials Chemistry C'],['Multiple resistive switching in core–shell ZnO nanowires exhibiting tunable surface states'],[2017],crossref,"['resistive', 'switch']","[2022, 9, 29]",html,html,53.0,"[2022, 10, 4]",O,,,,,16.0,6.0,6.0,,,,5472.0
10.1063/5.0019140,AIP,['Applied Physics Letters'],['Impact of the resistive switching effects in ZnMgO electron transport layer on the aging characteristics of quantum dot light-emitting diodes'],,crossref,"['resistive', 'switch']","[2022, 9, 29]",html,html,28.0,"[2022, 10, 4]",O,,,,,17.0,4.0,4.0,,,,5473.0
10.1016/j.snb.2016.07.068,,['Sensors and Actuators B: Chemical'],['Enabling selectivity and fast recovery of ZnO nanowire gas sensors through resistive switching'],,crossref,"['resistive', 'switch']","[2022, 9, 29]",pdf,pdf,113.0,"[2022, 10, 4]",O,O,,Scihub,O,25.0,5.0,5.0,,,,5474.0
10.1088/1361-6463/ab7acb,,['Journal of Physics D: Applied Physics'],['Low power high speed 3-bit multilevel resistive switching in TiO<sub>2</sub> thin film using oxidisable electrode'],"[2020, 3, 31]",crossref,"['resistive', 'switch']","[2022, 9, 29]",pdf,pdf,26.0,"[2022, 10, 4]",O,O,,Scihub,O,12.0,3.0,0.0,,,,5475.0
10.1063/1.3681366,AIP,['Applied Physics Letters'],['The mechanism of the asymmetric SET and RESET speed of graphene oxide based flexible resistive switching memories'],,crossref,"['resistive', 'switch']","[2022, 9, 29]",html,html,33.0,"[2022, 10, 4]",O,,,,,12.0,5.0,5.0,,,,5476.0
10.1063/1.4789265,AIP,['Journal of Applied Physics'],['Evolution of the resistive switching in chemical solution deposited-derived BiFeO<sub>3</sub> thin films with dwell time and annealing temperature'],,crossref,"['resistive', 'switch']","[2022, 9, 29]",html,html,42.0,"[2022, 10, 4]",O,,,,,27.0,6.0,6.0,,,,5477.0
10.2109/jcersj2.122.622,,['Journal of the Ceramic Society of Japan'],['The effect of Gd substitution in perovskite lanthanum strontium manganite films for use in resistive switching devices'],,crossref,"['resistive', 'switch']","[2022, 9, 29]",pdf,pdf,85.0,"[2022, 10, 4]",O,O,https://www.jstage.jst.go.jp/article/jcersj2/122/1428/122_JCSJ-P14036/_pdf/-char/ja,HTML,O,11.0,4.0,4.0,,,,5478.0
10.1088/2053-1591/3/7/075903,,['Materials Research Express'],['Evolution of resistive switching and its ionic models in Pt/Nb-doped SrTiO<sub>3</sub>junctions'],"[2016, 7, 21]",crossref,"['resistive', 'switch']","[2022, 9, 29]",pdf,pdf,91.0,"[2022, 10, 4]",O,O,,Scihub,O,16.0,3.0,3.0,,,,5479.0
10.1039/c6ra12408a,RSC,['RSC Advances'],['Roles of oxygen and nitrogen in control of nonlinear resistive behaviors via filamentary and homogeneous switching in an oxynitride thin film memristor'],[2016],crossref,"['resistive', 'switch']","[2022, 9, 29]",html,html,52.0,"[2022, 10, 4]",O,,,,,15.0,6.0,6.0,,,,5480.0
10.1063/1.4944841,AIP,['Applied Physics Letters'],['Sub-102̆009nm low current resistive switching behavior in hafnium oxide stack'],,crossref,"['resistive', 'switch']","[2022, 9, 29]",html,html,37.0,"[2022, 10, 4]",O,,,,,23.0,5.0,5.0,,,,5481.0
10.1134/s1995078013040149,,['Nanotechnologies in Russia'],['Effect of hydrogen on the electrical properties of a Ag/WO x /W thin-film structure exhibiting resistive switching behavior'],"[2013, 8, 15]",crossref,"['resistive', 'switch']","[2022, 9, 29]",pdf,pdf,120.0,"[2022, 10, 4]",O,O,https://link.springer.com/content/pdf/10.1134/S1995078013040149.pdf,HTML,O,25.0,5.0,5.0,,,,5482.0
10.1063/1.5062597,AIP,['Applied Physics Letters'],['Effect of thickness of metal electrode on the performance of SiN<sub>x</sub>-based resistive switching devices'],,crossref,"['resistive', 'switch']","[2022, 9, 29]",html,html,39.0,"[2022, 10, 4]",O,,,,,15.0,6.0,6.0,,,,5483.0
10.1063/5.0099200,AIP,['Journal of Applied Physics'],['Tailoring resistive switching in epitaxial SrCoO<sub>2.5</sub> films by irradiation induced uniaxial strain'],,crossref,"['resistive', 'switch']","[2022, 9, 29]",html,html,38.0,"[2022, 10, 4]",O,,,,,35.0,6.0,6.0,,,,5484.0
10.1063/1.3488810,AIP,['Applied Physics Letters'],['Effects of the electroforming polarity on bipolar resistive switching characteristics of SrTiO3−δ films'],,crossref,"['resistive', 'switch']","[2022, 9, 29]",html,html,29.0,"[2022, 10, 4]",O,,,,,12.0,4.0,4.0,,,,5485.0
10.1039/c5ra21699k,RSC,['RSC Advances'],['Direct synthesis of graphene quantum dots from multilayer graphene flakes through grinding assisted co-solvent ultrasonication for all-printed resistive switching arrays'],[2016],crossref,"['resistive', 'switch']","[2022, 9, 29]",html,html,77.0,"[2022, 10, 4]",O,,,,,20.0,9.0,9.0,,,,5486.0
10.1063/5.0036730,AIP,['Applied Physics Letters'],['Effect of voltage divider layer on self-current compliance resistive switching in Ta/TaO<sub>x</sub>/ITO structure with an ultra-low power consumption'],,crossref,"['resistive', 'switch']","[2022, 9, 29]",html,html,37.0,"[2022, 10, 4]",O,,,,,20.0,5.0,5.0,,,,5487.0
10.1103/physrevb.87.155201,APS,['Physical Review B'],['Generalized mechanism of the resistance switching in binary-oxide-based resistive random-access memories'],"[2013, 4, 8]",crossref,"['resistive', 'switch']","[2022, 9, 29]",html,html,69.0,"[2022, 10, 4]",O,,,,,25.0,5.0,5.0,,,,5488.0
10.1063/1.5143960,AIP,['Applied Physics Letters'],['Impact of metal silicide nanocrystals on the resistance ratio in resistive switching of epitaxial Fe<sub>3</sub>O<sub>4</sub> films on Si substrates'],,crossref,"['resistive', 'switch']","[2022, 9, 29]",html,html,25.0,"[2022, 10, 4]",O,,,,,20.0,3.0,3.0,,,,5489.0
10.1063/1.3275426,AIP,['Journal of Applied Physics'],['Coexistence of the bipolar and unipolar resistive-switching modes in NiO cells made by thermal oxidation of Ni layers'],,crossref,"['resistive', 'switch']","[2022, 9, 29]",html,html,59.0,"[2022, 10, 4]",O,,,,,31.0,9.0,9.0,,,,5490.0
10.1007/s11432-015-5283-0,Springer,['Science China Information Sciences'],['Doping profile modification approach of the optimization of HfO x based resistive switching device by inserting AlO x layer'],"[2015, 4, 19]",crossref,"['resistive', 'switch']","[2022, 9, 29]",html,html,7.0,"[2022, 10, 4]",O,,,,,76.0,0.0,0.0,,,,5491.0
10.1016/j.jallcom.2022.166399,,['Journal of Alloys and Compounds'],['Tuning oxygen vacancies and resistive switching behaviors in amorphous Y2O3 film-based memories'],,crossref,"['resistive', 'switch']","[2022, 9, 29]",pdf,pdf,46.0,"[2022, 10, 4]",O,X,,Scihub,X,,,,,,,5492.0
10.1088/1361-6641/ac3cc7,,['Semiconductor Science and Technology'],['Reliable analog resistive switching behaviors achieved using memristive devices in AlO<sub>x</sub>/HfO<sub>x</sub>bilayer structure for neuromorphic systems'],"[2022, 1, 31]",crossref,"['resistive', 'switch']","[2022, 9, 29]",pdf,pdf,29.0,"[2022, 10, 4]",O,X,,Scihub,X,,,,,,,5493.0
10.1063/5.0053702,AIP,['Applied Physics Letters'],['Improved uniformity in resistive switching behaviors based on PMMA films with embedded carbon quantum dots'],,crossref,"['resistive', 'switch']","[2022, 9, 29]",html,html,38.0,"[2022, 10, 4]",O,,,,,18.0,5.0,5.0,,,,5494.0
10.1088/1361-6463/aa9b65,,['Journal of Physics D: Applied Physics'],['Voltage controlled Bi-mode resistive switching effects in MnO<sub>2</sub>based devices'],"[2017, 12, 18]",crossref,"['resistive', 'switch']","[2022, 9, 29]",pdf,pdf,20.0,"[2022, 10, 4]",O,O,,Scihub,O,9.0,4.0,0.0,,,,5495.0
10.1016/j.jallcom.2016.09.248,,['Journal of Alloys and Compounds'],['Electric field modulation of resistive switching and related magnetism in the Pt/NiFe2O4/Nb:SrTiO3 heterostructures'],,crossref,"['resistive', 'switch']","[2022, 9, 29]",pdf,pdf,110.0,"[2022, 10, 4]",O,O,,Scihub,O,11.0,4.0,4.0,,,,5496.0
10.1088/1361-6641/ac18f7,,['Semiconductor Science and Technology'],['Coexistence of volatile and non-volatile resistive switching in Ni/SiO<sub>2</sub>/Pt memristor device controlled from different current compliances'],"[2021, 8, 18]",crossref,"['resistive', 'switch']","[2022, 9, 29]",pdf,pdf,24.0,"[2022, 10, 4]",O,X,,Scihub,X,,,,,,,5497.0
10.1063/5.0005069,AIP,['Applied Physics Letters'],['Photoelectrical reading in ZnO/Si NCs/<i>p</i>-Si resistive switching devices'],,crossref,"['resistive', 'switch']","[2022, 9, 29]",html,html,22.0,"[2022, 10, 4]",O,,,,,18.0,3.0,3.0,,,,5498.0
10.1016/j.surfcoat.2018.12.042,,['Surface and Coatings Technology'],['On the origin of enhanced resistive switching behaviors of Ti-doped HfO2 film with nitrogen annealing atmosphere'],,crossref,"['resistive', 'switch']","[2022, 9, 29]",pdf,pdf,72.0,"[2022, 10, 4]",O,O,,Scihub,O,21.0,4.0,2.0,,,,5499.0
10.1088/0957-4484/24/8/085706,,['Nanotechnology'],['Chemical and structural properties of conducting nanofilaments in TiN/HfO<sub>2</sub>-based resistive switching structures'],"[2013, 2, 5]",crossref,"['resistive', 'switch']","[2022, 9, 29]",pdf,pdf,153.0,"[2022, 10, 4]",O,O,,Scihub,O,29.0,8.0,8.0,,,,5500.0
10.1063/1.4822438,AIP,['APL Materials'],['Evidence for multifilamentary valence changes in resistive switching SrTiO<sub>3</sub> devices detected by transmission X-ray microscopy'],,crossref,"['resistive', 'switch']","[2022, 9, 29]",html,html,29.0,"[2022, 10, 4]",O,,,,,18.0,4.0,4.0,,,,5501.0
10.1063/1.4893605,AIP,['Applied Physics Letters'],['Thickness independent reduced forming voltage in oxygen engineered HfO<sub>2</sub> based resistive switching memories'],,crossref,"['resistive', 'switch']","[2022, 9, 29]",html,html,34.0,"[2022, 10, 4]",O,,,,,12.0,4.0,4.0,,,,5502.0
10.1063/1.5120791,AIP,['Applied Physics Letters'],['One-step solution deposited all-inorganic perovskite CsPbBr<sub>3</sub> film for flexible resistive switching memories'],,crossref,"['resistive', 'switch']","[2022, 9, 29]",html,html,44.0,"[2022, 10, 4]",O,,,,,24.0,6.0,6.0,,,,5503.0
10.1016/j.jallcom.2019.02.221,,['Journal of Alloys and Compounds'],['Defect dynamics in the resistive switching characteristics of Y0.95Sr0.05MnO3 films induced by electronic excitations'],,crossref,"['resistive', 'switch']","[2022, 9, 29]",pdf,pdf,44.0,"[2022, 10, 4]",O,O,,Scihub,O,51.0,11.0,1.0,,,,5504.0
10.1063/1.3589814,AIP,['Applied Physics Letters'],['Switchable diode effect and ferroelectric resistive switching in epitaxial BiFeO3 thin films'],,crossref,"['resistive', 'switch']","[2022, 9, 29]",html,html,28.0,"[2022, 10, 4]",O,,,,,14.0,4.0,4.0,,,,5505.0
10.1063/1.4739949,AIP,['Applied Physics Letters'],['Effect of the electrode materials on the resistive switching of Ti<sub>4</sub>O<sub>7</sub>'],,crossref,"['resistive', 'switch']","[2022, 9, 29]",html,html,22.0,"[2022, 10, 4]",O,,,,,13.0,3.0,3.0,,,,5506.0
10.1063/1.5052619,AIP,['Journal of Applied Physics'],['Unveiling the dual role of chemically synthesized copper doped zinc oxide for resistive switching applications'],,crossref,"['resistive', 'switch']","[2022, 9, 29]",html,html,77.0,"[2022, 10, 4]",O,,,,,26.0,12.0,12.0,,,,5507.0
10.1016/j.jallcom.2018.10.249,,['Journal of Alloys and Compounds'],['Exploring the role of nitrogen incorporation in ZrO2 resistive switching film for enhancing the device performance'],,crossref,"['resistive', 'switch']","[2022, 9, 29]",pdf,pdf,108.0,"[2022, 10, 4]",O,O,,Scihub,O,11.0,4.0,4.0,,,,5508.0
10.1007/s00339-011-6605-8,Springer,['Applied Physics A'],['Self-learning ability realized with a resistive switching device based on a Ni-rich nickel oxide thin film'],"[2011, 9, 23]",crossref,"['resistive', 'switch']","[2022, 9, 29]",html,html,8.0,"[2022, 10, 4]",O,,,,,60.0,0.0,0.0,,,,5509.0
10.1063/1.4884389,AIP,['Applied Physics Letters'],['Effect of current compliance and voltage sweep rate on the resistive switching of HfO<sub>2</sub>/ITO/Invar structure as measured by conductive atomic force microscopy'],,crossref,"['resistive', 'switch']","[2022, 9, 29]",html,html,38.0,"[2022, 10, 4]",O,,,,,8.0,5.0,5.0,,,,5510.0
10.1088/1674-1056/24/5/058501,,['Chinese Physics B'],['Asymmetric resistive switching processes in W:AlO<sub><i>x</i></sub>/WO<sub><i>y</i></sub>bilayer devices'],"[2015, 4, 30]",crossref,"['resistive', 'switch']","[2022, 9, 29]",pdf,pdf,57.0,"[2022, 10, 4]",O,O,,Scihub,O,16.0,7.0,2.0,,,,5511.0
10.1038/ncomms12373,Nature,['Nature Communications'],['Self-assembled oxide films with tailored nanoscale ionic and electronic channels for controlled resistive switching'],"[2016, 8, 5]",crossref,"['resistive', 'switch']","[2022, 9, 29]",html,html,47.0,"[2022, 10, 4]",O,,,,,193.0,7.0,7.0,,,,5512.0
10.1063/1.4855155,AIP,['Applied Physics Letters'],['Multilevel recording in Bi-deficient Pt/BFO/SRO heterostructures based on ferroelectric resistive switching targeting high-density information storage in nonvolatile memories'],,crossref,"['resistive', 'switch']","[2022, 9, 29]",html,html,40.0,"[2022, 10, 4]",O,,,,,13.0,6.0,6.0,,,,5513.0
10.1007/s12648-019-01568-7,Springer,['Indian Journal of Physics'],['Effects of graphene content on resistive switching for Au/poly(methyl methacrylate): reduced graphene oxide/heavily doped p-type Si devices'],"[2019, 9, 7]",crossref,"['resistive', 'switch']","[2022, 9, 29]",html,html,9.0,"[2022, 10, 4]",O,,,,,65.0,0.0,0.0,,,,5514.0
10.1209/0295-5075/108/58004,,['EPL (Europhysics Letters)'],['Tunneling magnetoresistance induced by controllable formation of Co filaments in resistive switching Co/ZnO/Fe structures'],"[2014, 12, 2]",crossref,"['resistive', 'switch']","[2022, 9, 29]",pdf,pdf,51.0,"[2022, 10, 4]",O,O,,Scihub,O,17.0,4.0,2.0,,,,5515.0
10.1016/j.sse.2019.04.001,,['Solid-State Electronics'],['Analysis of resistive switching processes in TiN/Ti/HfO2/W devices to mimic electronic synapses in neuromorphic circuits'],,crossref,"['resistive', 'switch']","[2022, 9, 29]",pdf,pdf,130.0,"[2022, 10, 4]",O,O,,Scihub,O,35.0,10.0,4.0,,,,5516.0
10.1088/1361-6528/abe32e,,['Nanotechnology'],['Fabrication and investigation of quaternary Ag–In–Zn–S quantum dots-based memristors with ultralow power and multiple resistive switching behaviors'],"[2021, 2, 19]",crossref,"['resistive', 'switch']","[2022, 9, 29]",pdf,pdf,32.0,"[2022, 10, 4]",O,X,,Scihub,X,,,,,,,5517.0
10.1063/1.3527086,AIP,['Applied Physics Letters'],['Evidences of oxygen-mediated resistive-switching mechanism in TiN HfO2 Pt cells'],,crossref,"['resistive', 'switch']","[2022, 9, 29]",html,html,29.0,"[2022, 10, 4]",O,,,,,22.0,4.0,4.0,,,,5518.0
10.1088/1361-6641/aacff1,,['Semiconductor Science and Technology'],['Exploration of highly enhanced performance and resistive switching mechanism in hafnium doping ZnO memristive device'],"[2018, 7, 13]",crossref,"['resistive', 'switch']","[2022, 9, 29]",pdf,pdf,149.0,"[2022, 10, 4]",O,O,,Scihub,O,14.0,9.0,6.0,,,,5519.0
10.1007/s00339-017-0842-4,Springer,['Applied Physics A'],['Impulse voltage control of continuously tunable bipolar resistive switching in Pt/Bi0.9Eu0.1FeO3/Nb-doped SrTiO3 heterostructures'],"[2017, 3, 1]",crossref,"['resistive', 'switch']","[2022, 9, 29]",html,html,8.0,"[2022, 10, 4]",O,,,,,103.0,0.0,0.0,,,,5520.0
10.1063/5.0006850,AIP,['Applied Physics Letters'],['Enhancement of DC/AC resistive switching performance in AlO<sub>x</sub> memristor by two-technique bilayer approach'],,crossref,"['resistive', 'switch']","[2022, 9, 29]",html,html,38.0,"[2022, 10, 4]",O,,,,,22.0,5.0,5.0,,,,5521.0
10.1007/s10854-019-00753-y,Springer,['Journal of Materials Science: Materials in Electronics'],['Schottky diode based resistive switching device based on ZnO/PEDOT:PSS heterojunction to reduce sneak current problem'],"[2019, 1, 23]",crossref,"['resistive', 'switch']","[2022, 9, 29]",html,html,53.0,"[2022, 10, 4]",O,,,,,146.0,7.0,7.0,,,,5522.0
10.1063/1.4863505,AIP,['Applied Physics Letters'],['Origin of attendant phenomena of bipolar resistive switching and negative differential resistance in SrTiO<sub>3</sub>:Nb/ZnO heterojunctions'],,crossref,"['resistive', 'switch']","[2022, 9, 29]",html,html,23.0,"[2022, 10, 4]",O,,,,,15.0,3.0,3.0,,,,5523.0
10.1063/1.5045844,AIP,['Journal of Applied Physics'],['Effect of strain on the modifications in electronic structure and resistive switching in Ca-doped BiFeO<sub>3</sub> films'],,crossref,"['resistive', 'switch']","[2022, 9, 29]",html,html,77.0,"[2022, 10, 4]",O,,,,,43.0,13.0,13.0,,,,5524.0
10.7567/jjap.55.06gg08,,['Japanese Journal of Applied Physics'],['Composition of thin Ta<sub>2</sub>O<sub>5</sub>films deposited by different methods and the effect of humidity on their resistive switching behavior'],"[2016, 5, 6]",crossref,"['resistive', 'switch']","[2022, 9, 29]",pdf,pdf,25.0,"[2022, 10, 4]",O,O,,Scihub,O,17.0,3.0,0.0,,,,5525.0
10.7567/jjap.53.061502,,['Japanese Journal of Applied Physics'],['Performance comparison of titanium-oxide resistive switching memories using GeO<i><sub>x</sub></i> and AlO<i><sub>x</sub></i> capping layers for flexible application'],"[2014, 5, 19]",crossref,"['resistive', 'switch']","[2022, 9, 29]",pdf,pdf,20.0,"[2022, 10, 4]",O,O,,Scihub,O,6.0,0.0,0.0,,,,5526.0
10.1016/j.cap.2013.11.029,,['Current Applied Physics'],['Influence of oxygen ion drift on a negative difference behavior in a reset process of bipolar resistive switching'],,crossref,"['resistive', 'switch']","[2022, 9, 29]",pdf,pdf,109.0,"[2022, 10, 4]",O,O,,Scihub,O,9.0,4.0,4.0,,,,5527.0
10.1063/1.4891482,AIP,['Applied Physics Letters'],['Electric field manipulation of nonvolatile magnetization in Au/NiO/Pt heterostructure with resistive switching effect'],,crossref,"['resistive', 'switch']","[2022, 9, 29]",html,html,33.0,"[2022, 10, 4]",O,,,,,14.0,5.0,5.0,,,,5528.0
